id,type,profit,carbon,energy,failedP,unsatprops,inferences,time,numIntents,size,rate
9,"multiDips_1_(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",7.824131492508297,0.21331249830520937,0.709298030472359,1,"[[], [], [], [], []]",83525,0.025829,5,5,0.2
9,"multiDips_3_(100, 0, 0)",6.444037925262501,0.23112092064217174,0.5786419015700538,2,"[[], [], [], [], []]",114543,0.031015,5,5,0.2
9,"multiDips_3_(0, 100, 0)",8.058443222132476,0.19275126913018945,0.6611947576326633,1,"[[], [], [], [], []]",142977,0.035038,5,5,0.2
9,"multiDips_4_(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",6.116711367938674,0.27971534806347154,0.6656568310194934,2,"[[], [], [], [], []]",99183,0.029662,5,5,0.2
9,"multiDips_3_(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",6.444037925262501,0.23112092064217174,0.5786419015700538,2,"[[], [], [], [], []]",114570,0.030733,5,5,0.2
9,"multiDips_4_(100, 0, 0)",7.728612950060723,0.23129407424110507,0.7406897728157054,1,"[[], [], [], [], []]",98177,0.029706,5,5,0.2
9,"multiDips_4_(0, 0, 100)",7.716331868647897,0.20181675661176057,0.7353553652453872,1,"[[], [], [], [], []]",97699,0.03035,5,5,0.2
9,"multiDips_4_(0, 100, 0)",7.813546333822746,0.18718942697440558,0.7054525941939069,1,"[[], [], [], [], []]",101488,0.029705,5,5,0.2
9,MILP,8.06752862854156,0.2191753134639527,0.6739603765560171,1,-,0,0.326497,5,5,0.2
10,"multiDips_1_(100, 0, 0)",8.06752862854156,0.21917531346395275,0.6739603765560171,1,"[[], [], [], [], []]",91181,0.026359,5,5,0.2
